Organization,Address,Closed deals,Open deals
CRIE Zamora,"Carretera de La Aldehuela, s/n 49022.- ZAMORA",1,0
NENOOS Ciudad Real,,1,0
Lideria International School,"Camino Viejo, 30890, Puerto Lumbreras, Múrcia, Spain",0,1
Col·legi Residència l'Arboç,,0,1
Col·legi la Presentació,"Arenys de Mar, Spain",0,1
Col·legi Badalonès,,1,0
Escola Betúlia,,1,0
IES Joanot Martorell Valencia,"Ies Joanot Martorell, Carrer de la Ciutat de l'Aprenent, Valencia, Spain",1,0
Escola Arrels - Blanquerna,,0,1
Col·legi Ramiro de Maeztu,,0,1
Col·legi Cardenal Vidal i Barraquer (Vedruna),"Cambrils, Spain",1,0
Escola Vedruna Escorial Vic,"Vic, Spain",1,0
Escola Vedruna Malgrat,"Malgrat de Mar, Spain",1,0
FEDAC Amílcar,"Barcelona, Spain",0,1
FEDAC Cerdanyola,,1,0
FEDAC Pineda,"Pineda de Mar, Spain",0,1
FEDAC Santa Coloma,"FEDAC Santa Coloma, Carrer de Sant Ramon, Santa Coloma de Gramenet, Spain",0,1
FEDAC Súria,,0,1
Lleure Picaparet SL,"Carrer de Juan Valera, 234, Badalona, Spain",1,0
Escola Waldorf,,0,1
Escola Laia,,0,1
Escola Ramon Llull,,0,1
Lestonnac Badalona,,0,1
Escola Minguella,"Badalona, Spain",0,1
Escola del nen Jesús de Praga,"Badalona, Spain",1,0
Escola Isabel Besora,"Carrer de Fuster Valldeperes, 7, Reus, Spain",1,0
CRA Siglo XXI,C/Camino Real S/N  Sotillo de la Ribera  09441 Burgos,0,1
Escola Montcau - La Mola,"Carrer de Can Solà del Pla, 8, 08230 Matadepera, Barcelona",0,2
Stella Maris La Gavia,"Calle Peñaranda de Bracamonte, 9, 28051 Madrid, Spain",1,1
Escola Mare de Déu de l'Assumpció,"Badalona, Spain",0,1
Mare de Déu de la Salut Badalona,"Badalona, Spain",1,0
Fundació Escoles Parroquials,,0,1
Escola Casa Nostra,"Banyoles, Spain",0,1
Escola Labouré,"Barcelona, Spain",0,1
Escola Joan Baptista,"Barcelona, Spain",0,1
Col·legi Abat Oliba Spinola,Barcelona,0,1
Liceu Castro de la Peña,Barcelona,1,0
Escola Ginebró,"carrer Joaquim Costa, s/n — 08450 Llinars del Vallès",0,1
Colegio Alberto Durero - Colegio Alemán de Sevilla,Sevilla,0,1
Europa International School Sevilla,"Sevilla, Spain",0,1
Escola Tarrés,"Escola Tarrés, Carrer del Canonge Joncar, Sabadell, Spain",0,1
Colegio Buen Pastor,"Calle Martínez de Medina, 2, 41018 Sevilla",0,1
Colegio Claret Sevilla,Sevilla,0,1
Colegio Highlands Sevilla,Sevilla,0,1
Patrocinio San José,"Estepona, Spain",0,1
Colegio Salliver,"Málaga, Spain",0,1
La Salle Santa Coloma de Farners,,1,0
INS Montmeló,"Avinguda del Mil·lenari, 19, 08150 Montmeló, Barcelona, Spain",0,1
Colegio Santa Ana Estella Navarra,,0,1
Colegio San Antonio,,1,0
Escola Immaculada Concepció Horta,,0,1
Escola Pàlcam,,0,1
Escola Piaget,,0,1
La Salle Horta,,0,1
Princess Margaret School,,0,1
Centro Educativo Altair,"Sevilla, Spain",0,1
Colegio San Agustín Sevilla,,0,1
Colegio Santa Maria de los Reyes,Sevilla,0,1
Colegio San Miguel Adoratrices,"Sevilla, Spain",0,1
Escola Serra de Prades,"Escola Public Serra De Prades Zer Montsant Serra De Prades, Prades, Spain",1,0
Escuela Infantil Barco de Papel Navalcarnero,"Avda Cinco Siglos s/n, 28600 Navalcarnero",1,0
Colegio Centro Itálica,"Sevilla, Spain",0,1
Colegio Nuestra Señora de la Merced,"Sevilla, Spain",0,1
Colegio Nuestra Señora de Loreto,"Sevilla, Spain",0,1
Colegio Santísima Trinidad Sevilla,"Sevilla, Spain",0,1
Colegio Sagrado Corazón Sevilla,,0,1
Colegio Arboleda,"Sevilla, Spain",0,1
Colegio Beaterio de la Santísima Trinidad Sevilla,"Sevilla, Spain",0,1
Colegio Calderón de la Barca Sevilla,"Sevilla, Spain",0,1
Colegio Montaigne Sevilla (antigua Compañia de María),"Sevilla, Spain",0,1
Colegio Cristo Rey Sevilla,"Sevilla, Spain",0,1
Escuelas Salesianas María Auxiliadora,"Sevilla, Spain",0,1
Colegio la Luna Sevilla,"Sevilla, Spain",0,1
Colegio las Artes Sevilla,"Sevilla, Spain",0,1
Colegio Lope de Vega Sevilla,"Sevilla, Spain",0,1
Colegio Los Rosales,"Sevilla, Spain",0,1
SAFA - Patronato Vereda Sevilla,"Sevilla, Spain",0,1
CEIP Doctor Jimenez Rueda Atarfe,"Calle Granada, 18230, Atarfe, Granada, Spain",0,1
Escola Mar i Cel,"Escola Mar I Cel, Carrer Clot del Bassó, Cubelles, Spain",1,0
IES Las Fuentes - Villena,,0,1
Berlitz Camps,,0,1
Xenon Computer,,0,1
Stella Maris Arturo Soria - FESD,"Calle de Arturo Soria, 71, 28027 Madrid, Spain",0,1
La Salle Comtal,"Carrer d'Amadeu Vives, 6, 08003 Barcelona",1,0
La Salle Gràcia,"Carrer de Sant Salvador, 38, 08024 Barcelona, Spain",1,0
La Salle Berga,"Passeig del Lledó, s/n, 08600 Berga, Barcelona, Barcelona",0,1
La Salle Manlleu,,0,1
La Salle Manresa,,1,0
La Salle Premià de Mar,"Carrer de l'Abat Oliba, 17, 08330 Premià de Mar, Barcelona, Spain",1,0
La Salle Cassà de la Selva,,1,0
La Salle Figueres,,1,0
Colegio Virgen de Atocha FESD,"Avenida de la Ciudad de Barcelona, 1, 28007 Madrid, Spain",0,1
Colegio Nuestra Señora de Loreto Madrid,"Calle del Príncipe de Vergara, 42, 28001 Madrid, Spain",0,1
Colegio Santo Domingo FESD Madrid,"Presidente García Moreno 3, 28003 Madrid",0,1
Colegio Santa María de Yermo,"Calle de Gaztambide, 41, Madrid, Spain",0,1
La Salle Palamós,"Carrer Hospital, 5, 17230 Palamós, Spain",0,1
La Salle Reus,"Plaça de la Pastoreta, 10, 43202 Reus, Tarragona, Spain",0,1
FEDAC Canet,"FEDAC Canet, Carrer Vall, Canet de Mar, Spain",1,0
CEIP Antonio Machado,"Travesía Ignacio González, 15, 28400 Collado Villalba, Madrid, España",0,1
Papelería acuarela - Pilar Jimenez Garcia,"Plaza de las Thuyas, 17, 28907 Getafe, Madrid, España",1,0
Colegio Immaculado Corazón de María Portaceli,,0,1
Colegio Nuestra Señora de la Mercedes,,0,1
Colegio Antonio Machado Sevilla,,0,1
Colegio Nuestra Señora de Andévalo,,0,1
Centro Pontífice Pablo VI,,0,1
Colegio Sagrada Familia Sevilla,"Calle Pozo, 4, Sevilla, Spain",0,1
Colegio Protectorado de la Infancia,,0,1
Colegio Calasancias Sevilla,,0,1
Colegio Ruemy,,0,1
Colegio Sagrada Familia de Urgel,,0,1
Colegio Sagrado Corazón de Jesús Sevilla,,0,1
Colegio Parroquial Sagrado Corazón de Jesús,,0,1
Colegio San Miguel Sevilla,,0,1
Desenred informatica y telecomunicaciones,CALLE ISLA DE GRAN CANARIA N31 1IZ  35217  VALSEQUILLO  GRAN CANARIA,0,1
Col·legi Mare Nostrum,,0,1
Col·legi el Carme de Tarragona,,0,1
Col·legi Joan XXIII,,0,1
Col·legi Sant Pau Apòstol,"Col·legi Sant Pau Apòstol, Passeig de Torroja, Tarragona, Spain",0,1
Lycée Français Bel Air,"Sant Pere de Ribes, Spain",0,1
Col·legi Santa Teresa de Jesús,"Vilanova i la Geltrú, Spain",0,1
Escola Divina Providència,,0,1
Escola PIA Vilanova i la Geltrú,,0,1
FEDAC Salt,"Escola Fedac Salt, Carrer Llarg, Salt, Spain",0,1
Escola Pia Sitges,"Escola Pia de Sitges, Carrer de Sant Isidre, Sitges, Spain",1,0
La Salle Maravillas,,0,1
La Salle San Rafael,"Madrid, Spain",0,1
La Salle Sagrado Corazón Madrid,,0,1
CEIP MARÍA MOLINER,,0,1
Tecno_Ejido Cooperativa Andaluza,,0,1
Escola Puig de les Cadiretes,"Escola Puig de les Cadiretes, Carrer Amical de Mauthausen, Llagostera, Spain",0,1
Lestonnac L'ensenyança Tarragona,,0,1
Escola Arce,"Reus, Spain",1,0
Col·legi La Presentació de Reus,"Reus, Spain",1,0
Col·legi Maria Rosa Molas,"Col·legi Maria Rosa Molas, Carrer de la Mare Molas, Reus, Spain",1,0
Col·legi Sant Pau de Reus,"Colegi Sant Pau, Riera de Miró, Reus, Spain",0,1
Escola Puigcerver,"Escola Puigcerver, Carrer d'Astorga, Reus, Spain",0,1
Col·legi Pompeu Fabra Salt,"Col.Legi Pompeu Fabra, Carrer de Sant Dionís, Salt, Spain",0,1
Col·legi Ave Maria,"Manresa, Spain",0,1
Col·legi Oms i de Prat,"Manresa, Spain",0,1
Chikifiestas,"Plaza Abogados de Atocha, San Sebastián de los Reyes, Spain",0,1
Escola l'Espill,"Manresa, Spain",0,1
Escola Freta Calella,"Calella, Spain",0,1
Escola GEM,"Mataró, Spain",1,0
Royma Informatica,,0,1
Escola Mireia Mataró,"Mataró, Spain",0,1
Freta Mataró,"Mataró, Spain",0,1
Escola Betlem Premià,"Premià de Dalt, Spain",0,1
Universidad Politécnica de Madrid,"Avenida Ramiro de Maeztu, 7, 28040 Madrid, Spain",0,1
Colegio San Ignacio,"Alcala de Henares, Spain",0,1
Colegio Santa María de la Esperanza Pina de Ebro,"Calle Rosales, 2, 50750 Pina de Ebro, Zaragoza, Spain",0,1
Colegio Nuestra Señora del Recuerdo,"Madrid, Spain",0,1
Colegio Inmaculada Jesuitas,"Alicante, Spain",0,1
Colegio Nazaret,"Alicante, Spain",0,1
Colegio San Francisco de Borja,"Gandia, Spain",1,0
Colegio Nuestra Señora de Montesion,"Palma de Mallorca, Spain",0,1
Colegio Jesus María El Salvador,"Zaragoza, Spain",0,1
Colegio de San Estanislao de Kostka,"Málaga, Spain",0,1
Colegio San Ignacio de Loyola,"Las Palmas de Gran Canaria, Spain",0,1
Escola Bernat de Riudemeia,"Argentona, Spain",0,1
Escola Argentona,"Argentona, Spain",0,1
Escola Les Fonts,"Argentona, Spain",0,1
Escola Assís Premià,,0,1
Escola Joan Maragall,"Arenys de Mar, Spain",0,1
Institut de Palamós,"Instituto público Palamós, Carrer Nàpols, Palamós, Spain",1,0
Maristes Sant Pere Chanel,"Malgrat de Mar, Spain",0,1
Escoles Fonlladosa,"Escoles Fonlladosa, Carrer Fonlladosa, Malgrat de Mar, Spain",0,1
Colegio Internacional Bristol,"Madrid, Spain",0,1
Colegio de Jesús,"Madrid, Spain",0,1
Colegio Santa Maria de la Hispanidad,"Madrid, Spain",0,1
Colegio Diocesano Maria Inmaculada Joaquín Turina,"Madrid, Spain",1,0
Colegio Nuestra Señora de las Escuelas Pías - Carabanchel,"Madrid, Spain",0,1
IPS - Institución Profesional Salesiana - Carabanchel,"Madrid, Spain",0,1
Colegio Luz Casanova,"Madrid, Spain",0,1
Colegio Nuestra Señora de las Delicias,"Madrid, Spain",0,1
Colegio Bienaventurada Virgen María,"Madrid, Spain",0,1
Colegio Joyfe,"Madrid, Spain",0,1
Colegio Nuestra Señora de las Escuelas Pías - Aluche,"Madrid, Spain",0,1
Colegio San José Lucero,"Madrid, Spain",0,1
Hanky Planet,,0,1
Colegio San Juan Garcia,"Madrid, Spain",0,1
Colegio Santa Maria Micaela,"Madrid, Spain",1,0
Colegio Asunción Cuestablanca,"Madrid, Spain",0,1
Colegio Corazón Inmaculado,"Madrid, Spain",0,1
Colegio Nervión,"Madrid, Spain",0,1
Colegio el Porvenir,"Madrid, Spain",0,1
Colegio Jesús Maestro,"Madrid, Spain",0,1
Colegio Afuera,"Madrid, Spain",0,1
Colegio Pureza de María,"Madrid, Spain",0,1
Colegio Fray Luís de León,"Madrid, Spain",0,1
Colegio Sagrado Corazón de Jesús,"Madrid, Spain",0,1
CEIP José Esquivel,"CEIP José Esquivel, Calle Lajial, Puerto de Santiago, Spain",1,0
Colegio Cristo Rey Madrid,"Madrid, Spain",0,1
Real Colegio de Santa Isabel - La Asunción,"Madrid, Spain",0,1
Colegio Huérfanos de la Armada,"Madrid, Spain",0,1
Colegio Valdeluz,"Madrid, Spain",0,1
Colegio Virgen de Mirasierra,"Madrid, Spain",0,1
Altair Colegio Internacional,"Madrid, Spain",0,1
Colegio Nuestra Señora de la Consolación Madrid,"Madrid, Spain",0,1
Colegio Paraíso Sagrados Corazones,"Madrid, Spain",0,1
Colegio Diocesano Cristo de la Guía,"Madrid, Spain",0,1
Colegio Mirasol,"Madrid, Spain",0,1
Colegio Maria Inmaculada Mogambo,"Madrid, Spain",0,1
St. George's School of Madrid,"Madrid, Spain",0,1
Escola Verns,"Escola Verns, Carrer de Cantàbria, Barcelona, Spain",1,0
Aula Espai d'Estudis,"Carrer del Sis D'Octubre de 1869, 22, 17100 La Bisbal d'Empordà, Girona",0,1
Escola Marina,"Montgat, Spain",0,1
IE Sant Jordi Cooperativa,"Vilassar de Dalt, Spain",0,1
Escola Camí del Cros,"Mataró, Spain",0,1
Escola Lola Anglada de Tiana,"Tiana, Spain",0,1
Escola Tiziana,"Tiana, Spain",0,1
Salesians Badalona -Sant Domènec Savio,"Badalona, Spain",0,1
Escola Maria Ward,"Badalona, Spain",0,1
Escola Els Tres Pins,"Vallromanes, Spain",0,1
Col·legi Sagrat Cor de Jesús Vic,"Vic, Spain",0,1
Escola Santa Caterina de Vic,"Vic, Spain",0,1
Escola Casals Gràcia,"Casals Gracia, Carrer de Voltregà, Manlleu, Spain",1,0
CEIP Gustavo Adolfo Becquer,"Calle de Sta Genoveva, 32, 28017 Madrid, Spain",0,1
CP Antoni Tapies Coslada,"Calle Venezuela, 12, 28823 Coslada, Madrid, Spain",0,1
CEIP Margarita Xirgu Mostoles,"Av. de la Onu, 26, 28936 Móstoles, Madrid, Spain",0,1
COLEGIO DE FOMENTO LAS ACACIAS,"Camiño da Parrocha, 26, 36214 Bembrive, Vigo, Pontevedra",1,0
CEIP Arquitecto Gaudi,"Calle Rosa Jardón, 10, 28016 Madrid, Spain",0,1
Companyia de Maria Lestonnac,"Col·legi Lestonnac, Carrer de Pau Claris, Barcelona, Spain",0,1
CEIP Manuel de la Chica,"Calle Almería, 0, 23620 Mengíbar, Jaén",0,1
Districte de Les Corts,"Les Corts, Barcelona, Spain",0,1
CEIP Jose Saramago Rivas Vaciamadrid,,0,1
Gobierno de Cantabria,,1,0
COLEGIO DE FOMENTO ALDEAFUENTE,"Calle del Camino Ancho, 87, 28109 Alcobendas, Madrid, Spain",1,0
Col·legi Episcopal Lleida,"Lleida, Spain",0,1
Col·legi Les Heures,"Lleida, Spain",0,1
Col·legi Maristes Montserrat LLeida,"Lleida, Spain",0,1
Col·legi Sagrada Familia Lleida,"Lleida, Spain",0,1
Col·legi Santa Anna Lleida,"Lleida, Spain",0,1
Escola PIA Balaguer,"Balaguer, Spain",0,1
Escola Maria Immaculada de Tremp,"Tremp, Spain",0,1
Col·legi Mare de Déu de Montserrat,"Les Borges Blanques, Spain",1,0
Adidas,,0,1
Valdecás Centro Concertado,"Madrid, Spain",0,1
ICE Pablo VI,"Madrid, Spain",0,1
Colegio Guzmán el Bueno,"Madrid, Spain",0,1
Centro de Formación Padre Piquer,"Madrid, Spain",0,1
Colegio Nuestra Señora de Gracia,"Madrid, Spain",0,1
Centro Santa Bárbara,"Madrid, Spain",0,1
Colegio Jesús María Juan Bravo,"Madrid, Spain",0,1
Colegio Estilo,"Madrid, Spain",0,1
Colegio Santa Catalina de Sena,"Madrid, Spain",0,1
Hastings School,"Madrid, Spain",0,1
Colegio Neerlandés Hof der Lage Landen,"Madrid, Spain",0,1
Colegio Parque Conde de Orgaz,"Madrid, Spain",0,1
Colegio Nuestra Señora del Pilar,"Madrid, Spain",0,1
Colegio Inmaculada Concepción,"Calle del General Díaz Porlier, 25, 28001 Madrid, Spain",0,1
Wisdom School,"Madrid, Spain",0,1
Colegio Raimundo Lulio,"Madrid, Spain",0,1
Colegio Nuestra Señora del Carmen Madrid,"Madrid, Spain",0,1
Colegio Vedruna Villaverde,"Madrid, Spain",0,1
Colegio Maria Reina,"Avenida Orcasur, 42B, Madrid, Spain",0,1
Museu Marítim de Barcelona,"Museu Marítim de Barcelona. Biblioteca, Avinguda de les Drassanes, Barcelona, Spain",1,0
Parra Formación y Nuevas Tecnologias S.C.,"Calle de la Ramblica, 63, Totana, Spain",0,1
IES Virgen de la Paz,"Calle de Francisco Chico Mendes, 4, 28108 Alcobendas, Madrid, Spain",1,0
Colegio Santa María de los Rosales,"Madrid, Spain",0,1
Colegio Vedruna Carabanchel,"Madrid, Spain",0,1
Colegio Mater Puríssima,"Madrid, Spain",0,1
Colegio Nuestra Señora de la Providencia,"Madrid, Spain",0,1
Colegio Corpus Christi,"Madrid, Spain",1,0
Colegio Mater Inmaculata,"Calle Madre Antonia París, 1, 28027 Madrid, Spain",0,2
Colegio Fundación Caldeiro,"Madrid, Spain",0,1
Colegio Menesiano,"Av. de Brasilia, 11, 28028 Madrid, Spain",0,1
CEIP En Arucas,"Arucas, Spain",1,0
INS Llavaneres,"Institut Llavaneres, Passeig Perelló, Sant Andreu de Llavaneres, Spain",1,0
Colegio Natividad de nuestra señora,"Madrid, Spain",0,1
Colegio San Martín,"Madrid, Spain",0,1
Colegio Mater Amabilis,"Madrid, Spain",0,1
Colegio Chamberí,"Madrid, Spain",0,1
Colegio La Inmaculada - Marillac,"Madrid, Spain",0,1
Colegio María Inmaculada,"Paseo del General Martínez Campos, 18, Madrid, Spain",0,1
Colegio San Diego y San Vicente de Paül,"Madrid, Spain",0,1
Colegio Retiro,"Madrid, Spain",0,1
Colegio Decroly Madrid,"Madrid, Spain",0,1
Colegio Institución del Divino Maestro,"Madrid, Spain",0,1
Colegio Maria Teresa,"Calle de María Teresa, 2, 28100 Alcobendas, Madrid",0,1
Colegio San Patricio,"Calle Serrano, 200, 28002 Madrid, Spain",0,3
Fundacion Vodafone,"Avenida de América, 115, 28042 Madrid, Spain",0,1
International College Spain,"Vereda Nte., 3, 28109 Alcobendas, Madrid, Spain",0,1
CEIP Principes de Asturias Quijorna,"Calle Virgen del Rocío, 0, 28693 Quijorna, Madrid",0,1
Legionarios de Cristo,,0,1
Colegio Juan de Valdes,"Av. de Canillejas a Vicálvaro, 135, 28022 Madrid, Spain",0,1
Madre de Dios Bilbao,"Etxepare Kalea, 20, 48015 Bilbo, Bizkaia, Spain",0,1
Colegio Lope de Vega,"Alcala de Henares, Spain",0,1
Colegio Internacional Aravaca,"Calle Sta. Bernardita, 3, 28023 Madrid, Spain",0,1
Colegio Litterator,"Calle Patrimonio Mundial, 5, 28300 Aranjuez, Spain",0,1
Centro Educativo Fuenllana,"Alcorcón, Spain",0,1
CEIPSO Miguel de Cervantes,"Alcorcón, Spain",0,1
Colegio Juan XXIII,"Alcorcón, Spain",0,1
Colegio Los Robles,"Aravaca, Madrid, Spain",0,1
Colegio Waldorf Aravaca,"Aravaca, Madrid, Spain",0,1
Colegio Federico García Lorca,"Colmenar Viejo, Madrid, Spain",0,1
Colegio Zola,"Las Rozas, Spain",0,1
Colegio Ártica,"Colegio Ártica, Calle de los Morales, 25, 28054 Madrid",0,1
Escuela Infantil El Viaje de Neu,"Madrid, Spain",0,1
Colegio Santa Ana de Pedrezuela,"Calle del Polideportivo, 6, 28723 Pedrezuela, Madrid, Spain",0,1
Robotuxc Academy,Alicante,0,1
Diego Velázquez,Albacete,0,1
EFA El Campico,Alicante,0,1
Colegio Esclavas Alcoi,Alcoi,0,1
Bernardino del Campo,Albacete,0,1
Afalicante,Alicante,0,1
Universidad Alicante,Alicante,0,2
CRA Pimafad,Almoguera Guadalajara,0,1
SCA. Jandalo,Andalucía,0,1
Ruano Formación,Andalucía,0,1
Golden Mac,Andalucía,0,1
Asturlibros,Asturias,0,1
Proy. educ. colegios INTERGRUPO,Asturias,0,1
Juan de Yepes,Ávila,0,1
Amor de Dios Arevalo,Ávila,0,1
CRP Almendralejo,Badajoz,0,1
Jesus Maria Badalona,Badalona,0,1
IES Quarto de Portmany,Baleares,0,1
Fundació Escoles Garbí,Barcelona,1,0
British School of Barcelona,Barcelona,0,1
Particular Ana Alcón,BCN / St. Boi / Hospitalet,0,1
Centrto Formación Somorrostro,Bilbao,0,1
Bit Academy Burgos,Burgos,1,0
Sagrado Corazón de Jesús,Burgos,0,1
Academia Enseñanza,Canarias,0,1
IES Ichasagua,Canarias,0,1
IES San Miguel,Canarias,0,1
Colegio San Antonio de Padua,"Carcaixent, Valencia",0,1
Grans i Menuts,Castellon,0,1
Virgen del Carmen de Conde de Villareal,Castellon,0,1
Centro Mater Dei,Castellón,0,1
CEIP Nuestra Señora de la Piedad,Castilla y León,0,1
Educat AF,Catalunya,0,1
Colegio Montserrat,Cerdanyola,0,1
CEIP El Santo,Ciudad Real,0,1
IES Azuer,Ciudad Real,0,1
Virgen de Criptana,Ciudad Real,0,1
CEIP Puente del oro,Cuenca,0,1
CEIP Sant Gil Abad,Cuenca (Novilla del Palancar,0,1
SM,Editorial,0,1
Arco de la sierra,El Molar,0,1
Carmelitas Gandia,Gandia,0,1
CEP Gran Canaria Noroeste,Gran Canaria,0,1
Alquería Educación,"Alquería Educación, Camino de Purchil, Granada, Spain",0,1
CEIP Juan Alonso Rivas,Granada,0,1
Carsac Technologies Integr. Sistemas,Guadalajara,2,1
Sagrada Familia Valverde,"Escuelas Profesionales de la Sagrada Familia Santa María Magdalena, Transversal Arrabales, Valverde del Camino, Spain",1,0
CRA Río Aragón,"Huesca, Jaca",0,1
CEIP Lomopardo,Jerez,0,1
IES Felomonzon,Las Palmas,0,1
Infornet,Lanzarote,0,1
Comunicaciones Viber,Las Palmas,0,1
Educarex,Madrid,1,0
"Grupo AE, HP",Madrid,0,1
Colegio Villa de Griñón,"Av. de la Paz, 10, 28971 Griñón, Madrid, Spain",0,1
Colegio Las Rosas,Madrid,0,1
El mundo de Mozart,Madrid,0,1
San Francisco de Asis,Madrid,0,1
Colegio María Reina,"Av. Orcasur, 42B, 28041 Madrid, España",0,1
Diocesano Santo Domingo Senara,Madrid,0,1
EI Los Cucos,"Calle Soto Hidalgo, 2, 28042 Madrid, Madrid, Spain",0,1
Villaverde Alto,Madrid,0,1
Colegio Maria Reina Jesuitinas,Madrid,0,1
Colegio Amorós,Madrid,0,1
Santa Ana / San Rafael,Madrid,0,1
GSD Gredo San Diego,Madrid,0,1
CEIP Hernán Cortés,Madrid,0,1
CEIP República de Colombia,Madrid,0,1
IES Antares,Madrid,0,1
UEM,Madrid,0,2
Antonio Fontan,Madrid,0,1
Madre de Dios,Madrid,1,0
Colegio Juan de Valdés,Madrid,0,1
Alaria Esc. Infantiles,Madrid,0,1
CEIP Magerit Parla,"Av. Juan Carlos I, 0, 28981 Parla, Madrid",0,1
Colegio Rosa Parks,Madrid,0,2
Colegio Infanta Leonor,Madrid,0,1
Ártica,Madrid,0,1
Colegio La Quinta,Madrid,0,1
Instituto de empresa,Madrid,0,1
CEI Vocales,Malaga,0,1
Agustin Sanz,Moral. Ciudad Real,0,1
Consolacion caravaca,Murcia,0,1
Universidad de Navarra,Navarra,0,1
Particular,Murcia,0,1
Ayuntamiento Ocaña Esc Infantil,Ocaña,0,1
Palencia,Palencia,1,0
Santo Ángel Palencia,Palencia,0,1
San Alfonso,"Madrid, Spain",0,1
Juan de la Cierva,Palma,0,1
Aula Pontevedra,Pontevedra,0,1
Centro Portugal,Portugal,0,1
CR4,Reus,0,1
Universidad Salamanca,Salamanca,0,1
Formación Univ. Salamanca,Salamanca,0,3
Jesuitinas Salamanca,"Sacred Heart School, Avenida de los Reyes de España, Salamanca, Spain",0,1
Ecotisa,Salamanca,0,1
CPB Virgen de Navalazarza,San Agustín de Guadalix,0,1
Colegio Eskibel,San Sebastián,0,1
Viaró,Sant Cugat,0,1
Esclavas Santander,Santander,0,1
Castroverde,Santander,0,1
La milagrosa,"Colegio Diocesano La Milagrosa, Calle Monseñor Romualdo Amigó, Segorbe, Spain",0,1
INS Vinyet,Sitges,0,1
Escola Miquel Utrillo,Sitges,0,1
Adonai,Tenerife,0,1
CEP La Laguna,Tenerife,0,1
Consejería Educación CYLM,Toledo,0,1
Nuestra Señora de la Consolación,Toledo,0,1
Tony Soriano,"Valencia, Spain",0,1
SEK Levante,Valencia,0,1
San Antonio de Padua Carcaixent,Valencia,0,1
La Puríssima,Valencia,1,0
El Crist de Meliana,Valencia,0,1
Salle,Valencia,0,1
Coninos,"Valencia, Torrent",0,1
Agustinos Valencia,Valencia,0,1
Junta Castilla y León,Valladolid,0,1
Secundaria de Monserrate,Viena du Castello - Portugal,0,1
Urkide,Vitoria,0,1
NClic Vitoria,Vitoria,0,1
Premavi,Vitoria,0,1
Juan XXIII Zaidin,"Zaidin, Granada",0,1
Santíssima Trinidad,Zamora,0,1
Colegio Romareda,Zaragoza,0,1
IES Miguel Catalan,Zaragoza,0,1
Catalina de Aragón,Zaragoza,0,1
Asesora Gobierno Aragon,Zaragoza,0,1
CARLEE,Zaragoza,0,1
CSR - Computers,,0,1
Cobabies,"Castelldefels, Spain",0,1
Profesor10demates,,0,1
Fundación Biesfera,,0,1
Centro de Recursos,,0,1
Giztab.com,,0,1
Ana Izaola,,0,1
Estudiante,,0,1
DELL,,0,1
Manuel Paz,"Madrid, Spain",0,1
Colegio Calasancio Almazán,"Colegio Calasancio, Calle Antonio Machado, Almazán, Spain",0,1
Laura Delviro,,0,1
Univex,,0,1
Jose Ferrer,,0,1
Abrir Centro Sevilla,,0,1
CEIS D. Beyce,,0,1
Centro Hispano Americano,,0,1
Centro Princesa Sofia,,0,1
Sagrada Familia de Écija,,0,1
Montessori School La Florida,,0,1
San José del Parque,,0,1
Malave,,1,0
Consejería Cantabria,,1,0
Maria Santana Roma,,0,1
Sagrado Corazon La Solana,Ciudad Real,0,1
Federico Romero La Solana,Ciudad Real,0,1
CEIP Rosalía de Castro Coslada,,0,1
Salesianos San José,,0,1
Colegio Sagrado Corazon Madrid,"Calle de San Jaime, 21, Madrid, Spain",0,1
Colegio Sagrados Corazones Torrelavega,"Calle Barrio Sierrapando, 508, 39300 Torrelavega, Cantabria, Spain",0,1
San Jose FES,"Calle Velasco, 2, 28901 Getafe, Madrid, Spain",0,1
Salesians Sarriá,"Passeig de Sant Joan Bosco, 42, 08017 Barcelona, Spain",1,0
Colegio San Agustin Los Negrales,"Calle de Sta. Emilia, 70, 28430 Guadarrama, Madrid",0,1
Colegio Sagrada Familia Jorge Juan Madrid,"Calle de Jorge Juan, 165, 28028 Madrid, Spain",0,1
Colegio Jesus Nazareno Getafe,,0,1
Colegio Blanca de Castilla,"Paseo de Eduardo Dato, 2, 28010 Madrid, Spain",0,1
Colegio Santa Maria de los Apostoles,"Calle Madre Nazaria, 5, 28044 Madrid, Spain",0,1
Estudiante Plus,,0,1
Robòtica Palafrugell,"Centre Municipal d'Educació, Carrer del Bruguerol, Palafrugell, Spain",0,1
Escola Dolors Almeda,"Escola Public Dolors Almeda, Carrer de Baltasar Oriol i Mercer, Cornellà de Llobregat, Spain",0,1
Escola PIA Catalunya,"Ronda de Sant Pau, 80, Barcelona, Spain",0,1
La Maleta del Lleure,,1,0
Centro de Estudios Avanza,,0,1
CEIP El Vincle,"El Campello, Spain",1,0
Laura Gasión,"Zaragoza, Spain",0,1
Captioma Galicia SL,,0,1
Colegio La Immaculada Concepción,"Calle Madre Carmen Salles, 8, 28200 San Lorenzo de El Escorial, Madrid",0,1
CP Ampo Arañuelo,"Colegio Público Campo Arañuelo, Avenida Magisterio, Navalmoral de la Mata, Spain",1,0
Asavi,,1,0
Ajuntament de Breda,"Ajuntament de Breda, Plaça de la Vila, Breda, Spain",1,0
