FECHA_1,CodArt,DescArt,CodCli,Nomcli,NUMDOC (Num. Factura),Unidades,BASEMONEDA,CENTROCOSTE,CENTROCOSTE2,CENTROCOSTE3,Nom Cost Center,Nom Project
11/28/2018,0000,Codi descompte material LE,907,ESCOLA CANIGO,1827,(1.00),-346.48,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/16/2018,245544,LEGO® MINDSTORMS Education EV3 Core Set + transformador,956,Col·legi La Salle Montcada,5524,1.00 ,369.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
12/7/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,956,Col·legi La Salle Montcada,6669,1.00 ,108.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/10/2018,2000715,LE Replacement Pack LE WeDo 2.0,1012,ACADEMIA EPSILON BARCO SLU.,4460,2.00 ,12.98,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/9/2018,45300,LEGO® Education WeDo 2.0 Core Set,1012,ACADEMIA EPSILON BARCO SLU.,5471,1.00 ,142.98,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
12/18/2018,45005,StoryTales,1011,"Institució Escolar Turbula, S.L.",6774,1.00 ,96.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
12/18/2018,9349,Fairytale and Historic Minifigure Set,1011,"Institució Escolar Turbula, S.L.",6774,1.00 ,47.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
9/21/2018,1LA45300ONL,Certificació Bàsica LEGO Education WeDo 2.0 Online,1046,Pablo Capdevila Mezquita - Animatemps,5269,1.00 ,95,13,130,13003,ECOMMERCE,FORMACIONS
10/17/2018,45024PA24,Pack STEM Infantil 24 alumnes,1058,Escola Virolet,5539,1.00 ,546,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/27/2018,705001,SERVICIOS PRESTADOS,1080,"LEGO, S.A.",450,1.00 ,1728.28,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
5/8/2018,705001,SERVICIOS PRESTADOS,1080,"LEGO, S.A.",677,1.00 ,230.43,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
9/25/2018,45300,LEGO® Education WeDo 2.0 Core Set,1081,SAGRADOS CORAZONES MIRANDA DE EBRO,5317,1.00 ,142.98,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
11/21/2018,45302,Smarthub Rechargeable Battery,1081,SAGRADOS CORAZONES MIRANDA DE EBRO,5823,1.00 ,52.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
11/21/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,1081,SAGRADOS CORAZONES MIRANDA DE EBRO,5823,4.00 ,435.96,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
11/21/2018,0000,Codi descompte material LE,1081,SAGRADOS CORAZONES MIRANDA DE EBRO,5823,1.00 ,-102.68,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
7/16/2018,1LA45300ONL,Certificació Bàsica LEGO Education WeDo 2.0 Online,1104,Echeyde Sociedad Cooperativa,5045,1.00 ,95,13,130,13003,ECOMMERCE,FORMACIONS
7/16/2018,1LA45544E,¡INTENSIVO! - Introducción a la robótica con LEGO MINDSTORMS Education EV3,1104,Echeyde Sociedad Cooperativa,5045,1.00 ,150,13,130,13003,ECOMMERCE,FORMACIONS
7/16/2018,0000,Codi descompte material LE,1104,Echeyde Sociedad Cooperativa,5045,1.00 ,-32,13,130,13003,ECOMMERCE,FORMACIONS
12/24/2018,2000707,LE Replacement Pack Rubber Bands,1075,Colegio Urdaneta,6826,1.00 ,6.69,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/23/2018,45300PA6,Pack aula LEGO Education WeDo 2.0 6 alumnes,1117,FUNDACION ESCUELA TERESIANA,5593,1.00 ,420.35,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
11/30/2018,2000710,Pack de recanvis LE WeDo 1,1117,FUNDACION ESCUELA TERESIANA,6628,6.00 ,43.5,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
12/3/2018,2000710,Pack de recanvis LE WeDo 1,1117,FUNDACION ESCUELA TERESIANA,1877,(6.00),-43.5,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/1/2018,45021,Our Town,1144,CONGREGACION DE LOS HERMANOS  ESCUELAS CRISTIANAS-SECTOR DE CATALUNYA,5375,1.00 ,115.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/1/2018,45004,Café+,1144,CONGREGACION DE LOS HERMANOS  ESCUELAS CRISTIANAS-SECTOR DE CATALUNYA,5375,1.00 ,84.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/1/2018,45007,Large Farm,1144,CONGREGACION DE LOS HERMANOS  ESCUELAS CRISTIANAS-SECTOR DE CATALUNYA,5375,1.00 ,125.77,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/1/2018,45010,Community People Set,1144,CONGREGACION DE LOS HERMANOS  ESCUELAS CRISTIANAS-SECTOR DE CATALUNYA,5375,1.00 ,53.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/1/2018,45019,Creative LEGO® DUPLO® Brick Set,1144,CONGREGACION DE LOS HERMANOS  ESCUELAS CRISTIANAS-SECTOR DE CATALUNYA,5375,1.00 ,57.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
6/28/2018,45544,LEGO® MINDSTORMS® Education EV3 Core Set,1111,Institut Nicolau Copèrnic,4953,2.00 ,739.98,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
12/5/2018,45544PA6,Pack aula LEGO MINDSTORMS Education EV3 6 alumnos,1144,CONGREGACION DE LOS HERMANOS  ESCUELAS CRISTIANAS-SECTOR DE CATALUNYA,6656,1.00 ,712.77,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/5/2018,2000700,LE Replacement Pack LME 1,1144,CONGREGACION DE LOS HERMANOS  ESCUELAS CRISTIANAS-SECTOR DE CATALUNYA,5440,1.00 ,6.69,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/5/2018,2000701,LE Replacement Pack LME 2,1144,CONGREGACION DE LOS HERMANOS  ESCUELAS CRISTIANAS-SECTOR DE CATALUNYA,5440,1.00 ,6.69,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
6/8/2018,45300,LEGO® Education WeDo 2.0 Core Set,1173,GOBIERNO VASCO EUSKO JAURLARITZA,4877,5.00 ,714.9,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/5/2018,45300,LEGO® Education WeDo 2.0 Core Set,1173,GOBIERNO VASCO EUSKO JAURLARITZA,5441,2.00 ,285.96,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
11/20/2018,45300,LEGO® Education WeDo 2.0 Core Set,1173,GOBIERNO VASCO EUSKO JAURLARITZA,5808,1.00 ,142.98,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/5/2018,2000702,LE Replacement Pack LME 3,1144,CONGREGACION DE LOS HERMANOS  ESCUELAS CRISTIANAS-SECTOR DE CATALUNYA,5440,1.00 ,6.69,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/5/2018,2000705,LE Replacement Pack LME 6,1144,CONGREGACION DE LOS HERMANOS  ESCUELAS CRISTIANAS-SECTOR DE CATALUNYA,5440,1.00 ,6.69,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
6/6/2018,245544,LEGO® MINDSTORMS Education EV3 Core Set + transformador,1186,COLEGIO PÚBLICO RIOTURBIO,4866,1.00 ,369.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
9/19/2018,1LA45544ONL,Certificación Básica LEGO MINDSTORMS Education EV3,1186,COLEGIO PÚBLICO RIOTURBIO,5241,1.00 ,150,13,130,13003,ECOMMERCE,FORMACIONS
10/5/2018,2000706,LE Replacement Pack LME 7,1144,CONGREGACION DE LOS HERMANOS  ESCUELAS CRISTIANAS-SECTOR DE CATALUNYA,5440,1.00 ,6.69,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/5/2018,45514,EV3 Cable Pack,1144,CONGREGACION DE LOS HERMANOS  ESCUELAS CRISTIANAS-SECTOR DE CATALUNYA,5440,1.00 ,16.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/24/2018,45514,EV3 Cable Pack,1144,CONGREGACION DE LOS HERMANOS  ESCUELAS CRISTIANAS-SECTOR DE CATALUNYA,5603,1.00 ,16.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/24/2018,45503,EV3 Medium Servo Motor,1144,CONGREGACION DE LOS HERMANOS  ESCUELAS CRISTIANAS-SECTOR DE CATALUNYA,5603,6.00 ,167.94,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
6/20/2018,45517,Transformer 10V DC,1144,CONGREGACION DE LOS HERMANOS  ESCUELAS CRISTIANAS-SECTOR DE CATALUNYA,4916,2.00 ,63.98,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/4/2018,17101,LEGO BOOST,1360,INNOVACIONS TECNOLOGIQUES S.A,4443,1.00 ,132.22,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/31/2018,245544,LEGO® MINDSTORMS Education EV3 Core Set + transformador,1371,BI KM INFORMATICA S. L.,163,(1.00),0,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/31/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,1371,BI KM INFORMATICA S. L.,163,(1.00),-104.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/31/2018,9688,Renewable Energy Add-on Set,1371,BI KM INFORMATICA S. L.,163,(1.00),-117.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/10/2018,45300,LEGO® Education WeDo 2.0 Core Set,1374,MECANIZATS REVERTE SL,4458,1.00 ,142.98,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/10/2018,2000702,LE Replacement Pack LME 3,1379,IES CARDENAL PARDO DE TAVERA,4466,1.00 ,6.49,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/10/2018,45514,EV3 Cable Pack,1379,IES CARDENAL PARDO DE TAVERA,4466,1.00 ,16.49,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/10/2018,9286,Large Building Plates Set,1383,APART HOTEL MARIANO CUBI HAB 114,4470,1.00 ,36.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/10/2018,45102,StoryStarter Space Expansion Set,1383,APART HOTEL MARIANO CUBI HAB 114,4470,1.00 ,26.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/10/2018,17101,LEGO BOOST,1383,APART HOTEL MARIANO CUBI HAB 114,4470,1.00 ,132.22,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/10/2018,9686,Simple & Powered Machines Set,1383,APART HOTEL MARIANO CUBI HAB 114,4470,1.00 ,159.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/10/2018,45103,StoryStarter Community Expansion Set,1383,APART HOTEL MARIANO CUBI HAB 114,4470,1.00 ,26.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/2/2018,45300,LEGO® Education WeDo 2.0 Core Set,1348,ANIMA'NS SCP,4431,1.00 ,142.98,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/10/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,1371,BI KM INFORMATICA S. L.,4454,1.00 ,104.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/10/2018,9688,Renewable Energy Add-on Set,1371,BI KM INFORMATICA S. L.,4454,1.00 ,117.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/18/2018,245544,LEGO® MINDSTORMS Education EV3 Core Set + transformador,1371,BI KM INFORMATICA S. L.,4488,1.00 ,369.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/10/2018,245544,LEGO® MINDSTORMS Education EV3 Core Set + transformador,1371,BI KM INFORMATICA S. L.,4454,1.00 ,369.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/18/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,1371,BI KM INFORMATICA S. L.,4488,1.00 ,104.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/18/2018,9688,Renewable Energy Add-on Set,1371,BI KM INFORMATICA S. L.,4488,1.00 ,117.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
11/21/2018,45022,Community Minifigure Set,1385,CEIP Rafael Altamira,5824,1.00 ,49.49,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
11/21/2018,0000,Codi descompte material LE,1385,CEIP Rafael Altamira,5824,1.00 ,-10.4,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
11/30/2018,45022,Community Minifigure Set,1385,CEIP Rafael Altamira,1850,(1.00),-49.49,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
11/30/2018,0000,Codi descompte material LE,1385,CEIP Rafael Altamira,1850,(1.00),10.4,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/17/2018,2000414,LEGO® SERIOUS PLAY® Starter Kit,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,42,160.00 ,5961.6,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/23/2018,2000414,LEGO® SERIOUS PLAY® Starter Kit,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,79,(160.00),-5961.6,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/23/2018,2000414,LEGO® SERIOUS PLAY® Starter Kit,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,80,102.00 ,3800.52,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/23/2018,628004,GASTOS DE ENVIO,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,80,1.00 ,92.85,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,2000409,LEGO® SERIOUS PLAY® Window Exploration Bag,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,6.00 ,29.76,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,10700,Base Verde,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,2.00 ,15,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,9388,Small Building Plates,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,1.00 ,32.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,2000409,LEGO® SERIOUS PLAY® Window Exploration Bag,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,15.00 ,74.4,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,10700,Base Verde,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,2.00 ,15,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,9388,Small Building Plates,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,1.00 ,32.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,2000409,LEGO® SERIOUS PLAY® Window Exploration Bag,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,15.00 ,74.4,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,10700,Base Verde,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,2.00 ,15,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,9388,Small Building Plates,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,1.00 ,32.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,2000409,LEGO® SERIOUS PLAY® Window Exploration Bag,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,20.00 ,99.2,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,10700,Base Verde,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,2.00 ,15,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,9388,Small Building Plates,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,1.00 ,32.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,2000409,LEGO® SERIOUS PLAY® Window Exploration Bag,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,22.00 ,109.12,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,10700,Base Verde,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,2.00 ,15,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,9388,Small Building Plates,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,1.00 ,32.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,2000409,LEGO® SERIOUS PLAY® Window Exploration Bag,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,15.00 ,74.4,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,10700,Base Verde,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,2.00 ,15,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,9388,Small Building Plates,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,1.00 ,32.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,2000409,LEGO® SERIOUS PLAY® Window Exploration Bag,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,20.00 ,99.2,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,10700,Base Verde,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,2.00 ,15,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,9388,Small Building Plates,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,1.00 ,32.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,2000409,LEGO® SERIOUS PLAY® Window Exploration Bag,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,20.00 ,99.2,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,10700,Base Verde,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,2.00 ,15,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,9388,Small Building Plates,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,1.00 ,32.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,2000409,LEGO® SERIOUS PLAY® Window Exploration Bag,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,24.00 ,119.04,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,10700,Base Verde,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,2.00 ,15,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,9388,Small Building Plates,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,1.00 ,32.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,2000409,LEGO® SERIOUS PLAY® Window Exploration Bag,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,30.00 ,148.8,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,10700,Base Verde,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,2.00 ,15,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,9388,Small Building Plates,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,1.00 ,32.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,628004,GASTOS DE ENVIO,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,1.00 ,162,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,628004,GASTOS DE ENVIO,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,365,1.00 ,120,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
6/8/2018,2000409,LEGO® SERIOUS PLAY® Window Exploration Bag,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,834,25.00 ,124,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
6/8/2018,628004,GASTOS DE ENVIO,1386,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÓN S.A.,834,1.00 ,3.88,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/11/2018,9656,Early Simple Machines Set,1387,ESCOLA JUNCADELLA,4473,3.00 ,440.97,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/11/2018,45008,Math Train,1387,ESCOLA JUNCADELLA,4473,1.00 ,91.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/11/2018,45010,Community People Set,1387,ESCOLA JUNCADELLA,4473,1.00 ,51.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/11/2018,45020,Creative LEGO® Brick Set,1387,ESCOLA JUNCADELLA,4473,1.00 ,55.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/11/2018,45300,LEGO® Education WeDo 2.0 Core Set,1388,CRUZ AZUL CANARIASSL,4474,1.00 ,142.98,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
2/20/2018,45300,LEGO® Education WeDo 2.0 Core Set,1388,CRUZ AZUL CANARIASSL,4558,1.00 ,142.98,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
7/18/2018,45300,LEGO® Education WeDo 2.0 Core Set,1388,CRUZ AZUL CANARIASSL,5062,2.00 ,285.96,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/2/2018,45300,LEGO® Education WeDo 2.0 Core Set,1388,CRUZ AZUL CANARIASSL,5402,1.00 ,142.98,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/19/2018,45300,LEGO® Education WeDo 2.0 Core Set,1388,CRUZ AZUL CANARIASSL,5567,1.00 ,142.98,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
10/22/2018,45300,LEGO® Education WeDo 2.0 Core Set,1388,CRUZ AZUL CANARIASSL,5581,1.00 ,142.98,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/12/2018,2000715,LE Replacement Pack LE WeDo 2.0,1393,IMAGINACION EDUCATIVA S.L.,4477,2.00 ,12.98,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/12/2018,45560,LEGO® MINDSTORMS® Education EV3 Expansio,1393,IMAGINACION EDUCATIVA S.L.,4477,1.00 ,104.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
9/18/2018,9656,Early Simple Machines Set,1395,ASOC. DE BWITERS PARA LA INSP DEL TALENTO Y PROF STEM,5233,2.00 ,302.98,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/24/2018,1LA45544E,¡INTENSIVO! - Introducción a la robótica con LEGO MINDSTORMS Education EV3,1398,CLUB DEPORTIVO C.B. CANAIMA,87,1.00 ,150,13,130,13003,ECOMMERCE,FORMACIONS
1/24/2018,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,1398,CLUB DEPORTIVO C.B. CANAIMA,88,1.00 ,95,13,130,13003,ECOMMERCE,FORMACIONS
11/28/2018,1LA45300,Certificació Bàsica LEGO Education WeDo 2.0,1398,CLUB DEPORTIVO C.B. CANAIMA,6620,1.00 ,95,13,130,13003,ECOMMERCE,FORMACIONS
1/16/2018,45300,LEGO® Education WeDo 2.0 Core Set,1400,CEIP José Pedrós,35,2.00 ,285.96,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/16/2018,45300,LEGO® Education WeDo 2.0 Core Set,1400,CEIP José Pedrós,4484,2.00 ,285.96,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/29/2018,45300,LEGO® Education WeDo 2.0 Core Set,1400,CEIP José Pedrós,141,(2.00),-285.96,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/19/2018,45300,LEGO® Education WeDo 2.0 Core Set,1413,CEIP CARME MARTÍN,4493,3.00 ,428.94,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/19/2018,45300,LEGO® Education WeDo 2.0 Core Set,1414,CARLOS BOTELLA COLLADO,4494,4.00 ,571.92,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/23/2018,2000414,LEGO® SERIOUS PLAY® Starter Kit,1421,"Grupo El  Árbol Distribución y Supermercados, S.A.U.",81,34.00 ,1266.84,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/23/2018,628004,GASTOS DE ENVIO,1421,"Grupo El  Árbol Distribución y Supermercados, S.A.U.",81,1.00 ,30.95,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,628004,GASTOS DE ENVIO,1421,"Grupo El  Árbol Distribución y Supermercados, S.A.U.",367,1.00 ,54,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,628004,GASTOS DE ENVIO,1421,"Grupo El  Árbol Distribución y Supermercados, S.A.U.",367,1.00 ,40,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/23/2018,2000414,LEGO® SERIOUS PLAY® Starter Kit,1422,"Beauty by DIA, S.A.U.",82,34.00 ,1266.84,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
1/23/2018,628004,GASTOS DE ENVIO,1422,"Beauty by DIA, S.A.U.",82,1.00 ,30.95,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,2000409,LEGO® SERIOUS PLAY® Window Exploration Bag,1422,"Beauty by DIA, S.A.U.",366,15.00 ,74.4,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,10700,Base Verde,1422,"Beauty by DIA, S.A.U.",366,2.00 ,15,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,9388,Small Building Plates,1422,"Beauty by DIA, S.A.U.",366,1.00 ,32.99,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
3/15/2018,2000409,LEGO® SERIOUS PLAY® Window Exploration Bag,1422,"Beauty by DIA, S.A.U.",366,20.00 ,99.2,13,130,13002,ECOMMERCE,MATERIAL LEGO EDUCATION
